ID_NUM,Gender,Resident,ACT_SCORE,ACT_RECEIVED,HS_GPA,Athlete,Retained
769,0,1,28,1,3.78,0,1
770,0,1,NULL,0,0,0,0
771,1,1,NULL,0,3.87,1,0
772,0,1,23,1,2.99,1,1
773,0,1,25,1,3.19,0,1
774,0,1,23,1,3.73,1,1
775,0,1,21,1,3.06,1,0
776,1,1,25,1,2.94,0,1
777,1,1,22,1,3,0,1
778,1,1,29,1,3.77,0,1
779,1,1,19,1,3.36,1,0
780,0,0,27,1,4,0,1
781,0,1,32,1,0,0,0
782,0,1,23,1,3.18,1,0
783,0,1,18,1,3.27,0,1
784,0,1,19,1,2.35,0,0
785,0,1,25,1,2.7,0,1
786,0,1,20,1,3.02,1,0
787,1,0,22,1,2.96,0,0
788,0,0,26,1,3.15,1,0
789,0,1,23,1,3.3,0,0
790,0,1,25,1,3.8,0,0
791,1,1,29,1,3.43,0,0
792,1,1,24,1,3.56,0,0
793,1,1,31,1,4,0,0
794,0,1,25,1,3.87,1,0
795,1,1,32,1,4.3,0,1
796,0,1,23,1,3.73,0,1
797,1,1,26,1,3.88,0,1
798,0,1,28,1,3.98,0,1
799,1,1,24,1,3.13,0,1
800,1,1,NULL,0,3.43,0,1
801,0,1,33,1,3.98,0,0
802,1,1,23,1,3.15,0,1
803,1,1,22,1,3.63,0,1
804,1,1,27,1,3.94,0,1
805,0,1,NULL,0,0,0,0
806,1,1,29,1,3.35,1,1
807,1,1,28,1,4.22,0,0
808,1,1,21,1,3.13,0,0
809,1,1,30,1,4.4,0,1
810,1,1,21,1,3.08,1,1
811,0,1,23,1,3.86,1,1
812,1,1,22,1,3.52,0,1
813,0,1,24,1,3.43,1,1
814,1,1,33,1,4,1,1
815,1,1,30,1,3.93,0,0
816,1,1,28,1,4.26,0,1
817,1,1,23,1,3.53,0,1
818,1,1,22,1,4.41,0,1
819,1,1,23,1,3.37,1,1
820,1,1,28,1,3.93,0,0
821,0,1,24,1,3.23,0,0
822,1,1,26,1,3.9,1,1
823,0,1,25,1,3.67,1,1
824,0,1,25,1,3.93,1,1
825,0,1,27,1,3.22,0,0
826,0,1,21,1,3.5,0,1
827,1,1,23,1,3.25,1,1
828,1,1,24,1,3.34,0,1
829,0,1,27,1,3.92,0,1
830,0,1,22,1,3.29,0,0
831,0,1,21,1,2.26,0,0
832,1,1,26,1,4.13,1,0
833,0,1,27,1,3.49,1,1
834,1,1,28,1,4.16,0,1
835,0,1,23,1,3.44,1,1
836,1,1,25,1,4.4,0,0
837,0,1,21,1,3.93,1,1
838,0,1,23,1,3.06,0,0
839,0,1,25,1,3.65,0,1
840,0,1,25,1,2.85,1,1
841,0,1,30,1,4.15,0,1
842,1,1,23,1,4,0,1
843,1,1,24,1,3.47,0,1
844,1,1,25,1,3.48,0,1
845,0,1,26,1,2.78,0,0
846,1,1,26,1,3.97,0,1
847,1,1,24,1,4,1,0
848,0,1,28,1,2.88,0,1
849,0,1,32,1,4,0,1
850,1,1,33,1,3.95,0,0
851,0,1,27,1,3.3,0,1
852,0,1,26,1,3.2,0,1
853,0,1,25,1,3.56,0,0
854,0,1,26,1,4.23,0,1
855,0,1,30,1,4.28,0,1
856,1,1,27,1,3.26,1,1
857,1,1,27,1,4.14,1,1
858,1,1,33,1,4.41,1,1
859,1,1,24,1,4.04,0,1
860,1,1,27,1,3.17,0,0
861,0,1,25,1,3.47,1,1
862,0,1,25,1,3.46,0,1
863,1,1,30,1,3.59,0,0
864,0,1,23,1,3.24,0,0
865,0,1,30,1,3.57,0,1
866,1,1,20,1,3.01,0,0
867,0,1,25,1,3.54,1,0
868,1,1,25,1,4.15,0,1
869,1,1,27,1,4.06,0,1
870,1,1,23,1,3,1,0
871,1,1,19,1,3.21,0,0
872,0,1,NULL,0,0,0,1
873,0,1,32,1,4.06,1,1
874,0,1,22,1,3.59,1,1
875,0,1,23,1,2.95,0,1
876,1,1,24,1,2.82,0,0
877,0,1,27,1,3.41,0,0
878,1,1,NULL,0,0,0,1
879,1,1,NULL,0,0,1,1
880,0,1,NULL,0,0,1,1
881,1,1,20,1,3.41,0,0
882,0,1,NULL,0,3.58,1,1
883,1,1,26,1,3.71,0,0
884,0,1,20,1,3.07,1,0
885,0,1,NULL,0,0,0,1
886,0,1,24,1,3.33,1,1
887,0,1,17,1,2.78,1,0
888,0,1,21,1,3.53,1,1
889,0,1,25,1,3.01,1,1
890,0,1,25,1,3.44,0,0
891,0,1,19,1,3.71,1,1
892,0,1,24,1,3.49,1,1
893,1,1,22,1,3.33,0,1
894,0,1,18,1,2.78,1,1
895,0,1,20,1,3.81,0,1
896,0,1,30,1,3.79,0,0
897,0,1,NULL,0,0,0,1
898,0,1,21,1,2.82,0,0
899,1,1,20,1,3.63,0,1
900,1,1,31,1,3.37,0,0
901,0,1,21,1,3.52,1,1
902,0,1,23,1,2.77,0,0
903,0,1,NULL,0,2.77,0,0
904,1,0,28,1,3.43,0,0
905,0,1,31,1,4.25,1,1
906,1,1,NULL,0,0,0,1
907,0,1,NULL,0,0,0,1
908,0,1,24,1,3.74,1,1
909,0,1,NULL,0,0,0,1
910,0,1,25,1,3.66,0,0
911,0,1,26,1,3.96,1,0
912,0,1,28,1,4,0,0
913,1,1,27,1,4.08,0,0
914,1,1,30,1,3.72,0,1
915,0,1,26,1,4.11,0,0
916,0,1,22,1,3.19,0,1
917,0,1,20,1,2.19,0,0
918,1,1,22,1,3.28,0,0
919,1,1,27,1,3.59,0,1
920,0,1,NULL,0,0,0,1
921,0,1,23,1,3.77,1,1
922,0,1,29,1,3.9,0,1
923,0,1,21,1,3.02,0,1
924,0,1,22,1,3.22,1,0
925,0,1,27,1,3.87,1,0
926,0,1,21,1,2.39,0,1
927,0,1,23,1,2.91,1,1
928,1,1,20,1,3.23,1,1
929,0,1,NULL,0,2.92,1,1
930,1,1,NULL,0,0,0,1
931,1,1,22,1,3.19,0,1
932,0,1,27,1,3.82,0,1
933,1,1,28,1,3.91,1,1
934,0,1,NULL,0,0,0,0
935,0,1,NULL,0,0,0,1
936,0,1,32,1,3.99,0,1
937,1,1,24,1,3.8,1,1
938,0,1,NULL,0,0,1,1
939,1,1,NULL,0,0,0,0
940,1,1,NULL,0,0,1,1
941,1,1,NULL,0,0,0,1
942,0,1,24,1,2.19,0,1
943,0,1,21,1,2.77,1,0
944,0,1,26,1,3.33,0,0
945,0,1,NULL,0,0,0,1
946,1,1,31,1,3.6,0,1
947,1,1,30,1,4.08,0,1
948,0,1,NULL,0,0,1,1
949,1,1,30,1,3.56,0,1
950,0,1,NULL,0,0,0,1
951,0,1,NULL,0,0,1,1
952,1,1,23,1,3.74,1,1
953,0,1,20,1,3.12,1,0
954,1,1,NULL,0,0,0,1
955,0,1,NULL,0,3.9,0,1
956,0,1,23,1,3.09,1,1
957,1,1,NULL,0,0,1,1
958,0,1,NULL,0,0,0,1
959,1,1,NULL,0,0,1,1
960,0,1,NULL,0,0,0,1
961,0,1,NULL,0,0,0,1
962,1,1,29,1,3.81,0,1
963,0,1,NULL,0,0,0,0
964,0,1,25,1,3.15,1,0
965,1,1,19,1,2.42,0,0
966,0,1,NULL,0,0,1,1
967,1,1,21,1,3.66,1,1
968,0,1,25,1,3.93,0,1
969,1,1,26,1,3.58,0,1
970,1,1,NULL,0,0,0,1
971,1,1,NULL,0,0,0,0
972,0,1,20,1,2.9,1,1
973,0,1,19,1,2.25,0,0
974,1,1,23,1,2.95,0,1
975,0,1,24,1,2.72,1,0
976,0,1,21,1,3.73,1,1
977,1,1,23,1,3.35,1,0
978,0,1,24,1,3.53,1,1
979,1,1,21,1,3.86,1,1
980,1,1,22,1,3.77,0,0
981,0,1,21,1,3.34,0,0
982,1,1,NULL,0,0,0,1
983,1,1,26,1,3.77,1,1
984,1,1,26,1,4.06,1,1
985,0,1,34,1,3.32,0,0
986,0,1,28,1,0,1,1
987,0,1,20,1,2.19,1,1
988,0,1,23,1,2.59,1,1
989,1,1,23,1,3.56,1,0
990,1,1,NULL,0,2.81,1,1
991,1,1,25,1,3.11,1,0
992,1,1,30,1,4.34,1,1
993,1,1,24,1,3.48,0,0
994,0,1,23,1,3.32,0,1
995,1,1,25,1,3.39,0,0
996,1,1,22,1,3.49,0,1
997,0,1,26,1,2.02,0,0
998,1,1,30,1,3.99,1,1
999,1,1,21,1,3.42,0,0
1000,0,1,24,1,2.97,0,1
1001,0,1,23,1,2.63,1,1
1002,0,1,NULL,0,0,0,1
1003,0,1,24,1,2.89,0,0
1004,1,1,22,1,3.48,0,0
1005,0,1,30,1,3.74,0,1
1006,1,1,25,1,3.87,0,1
1007,1,1,26,1,3.89,0,1
1008,1,1,25,1,4.02,1,0
1009,1,1,31,1,4.4,1,1
1010,1,1,29,1,3.16,0,1
1011,0,1,26,1,3.18,1,1
1012,0,1,25,1,3.72,1,1
1013,0,1,21,1,2.16,0,0
1014,1,1,26,1,3.17,0,1
1015,0,0,17,1,2.32,0,0
1016,0,1,25,1,2.87,1,1
1017,0,1,26,1,3.7,0,1
1018,1,1,25,1,3.82,0,1
1019,0,1,26,1,3.99,0,0
1020,1,1,24,1,3.65,0,1
1021,1,1,30,1,4,1,0
1022,0,1,NULL,0,0,0,1
1023,1,1,28,1,3.7,0,1
1024,0,1,23,1,2.96,1,1
1025,1,1,21,1,2.88,0,0
1026,1,1,26,1,2.96,0,0
1027,0,1,23,1,2.96,0,0
1028,1,1,NULL,0,2.21,0,1
1029,0,1,20,1,2.43,1,1
1030,1,1,27,1,3.31,1,1
1031,0,1,26,1,3.66,0,1
1032,1,1,21,1,3.04,1,1
1033,0,1,23,1,2.85,1,1
1034,0,1,19,1,3.18,1,0
1035,0,1,NULL,0,0,0,1
1036,0,1,NULL,0,0,0,1
1037,0,1,NULL,0,0,0,1
1038,0,1,25,1,3.67,1,1
1039,0,1,26,1,3.52,1,1
1040,1,1,22,1,2.73,0,0
1041,0,1,NULL,0,0,0,1
1042,0,1,23,1,3.77,1,0
1043,1,0,29,1,3.2,0,1
1044,0,1,NULL,0,3.28,0,0
1045,0,1,NULL,0,0,0,1
1046,1,1,21,1,2.99,0,0
1047,0,1,26,1,3.51,1,1
1048,1,1,NULL,0,0,0,1
1049,0,1,23,1,3.84,0,1
1050,0,1,23,1,3.48,0,0
1051,0,1,NULL,0,3.03,1,1
1052,1,1,22,1,3.97,0,1
1053,0,1,NULL,0,0,0,1
1054,0,1,NULL,0,0,0,1
1055,0,1,NULL,0,0,1,1
1056,0,1,NULL,0,0,0,0
1057,1,1,NULL,0,0,0,1
1058,0,1,NULL,0,0,0,1
1059,0,1,NULL,0,0,0,1
1060,0,1,NULL,0,0,0,1
1061,1,1,29,1,4.15,1,1
1062,1,1,23,1,0,0,1
1063,0,1,27,1,2.25,0,0
1064,1,1,27,1,4.01,0,0
1065,0,1,18,1,2.69,0,0
1066,0,1,23,1,2.83,1,0
1067,0,1,30,1,3.91,0,1
1068,0,1,NULL,0,0,0,1
1069,0,1,20,1,3.53,1,1
1070,0,1,NULL,0,0,0,1
1071,1,1,NULL,0,0,0,1
1072,0,1,23,1,3.68,0,0
1073,1,1,27,1,3.83,0,0
1074,0,1,23,1,3.18,1,1
1075,0,1,NULL,0,0,0,1
1076,0,1,NULL,0,0,0,1
1077,1,1,NULL,0,0,0,1
1078,1,1,22,1,3.71,1,0
1079,1,1,25,1,3.47,0,0
1080,1,1,NULL,0,0,1,1
1081,0,1,NULL,0,0,0,1
1082,0,1,NULL,0,0,0,1
1083,1,1,NULL,0,0,0,1
1084,1,1,NULL,0,0,0,1
1085,0,1,NULL,0,0,0,1
1086,0,1,NULL,0,0,1,1
1087,0,1,23,1,3.48,1,1
1088,0,1,22,1,2.51,1,0
1089,0,1,25,1,3.89,0,0
1090,1,1,21,1,2.86,0,0
1091,1,1,30,1,3.58,0,1
1092,1,1,NULL,0,0,0,1
1093,0,1,22,1,3.24,0,0
1094,0,1,30,1,3.42,1,1
1095,0,1,21,1,3.04,0,0
1096,0,1,NULL,0,0,0,0
1097,0,1,24,1,2.48,0,0
1098,1,1,27,1,3.64,0,1
1099,1,1,26,1,3.94,0,1
1100,1,1,23,1,3.255,0,1
1101,0,1,18,1,3.59,1,1
1102,0,1,23,1,2.07,1,0
1103,0,1,24,1,3.51,1,1
1104,0,1,23,1,4.08,1,1
1105,0,1,29,1,4,1,1
1106,1,1,31,1,4,0,1
1107,0,1,23,1,3.82,1,1
1108,1,1,NULL,0,3.05,0,1
1109,0,1,23,1,3.66,0,0
1110,0,1,20,1,2.8,1,1
1111,1,1,25,1,3.06,0,0
1112,0,1,23,1,3.2,1,1
1113,0,1,NULL,0,0,1,1
1114,1,1,NULL,0,0,0,1
1115,1,1,NULL,0,0,0,1
1116,1,1,22,1,3.21,0,0
1117,0,1,30,1,3.77,1,1
1118,1,1,32,1,3.81,0,1
1119,0,1,NULL,0,0,0,1
1120,0,1,26,1,3.35,1,1
1121,1,1,22,1,3.07,0,0
1122,1,1,24,1,2.71,0,1
1123,0,1,NULL,0,0,0,1
1124,1,1,NULL,0,0,0,1
1125,0,1,NULL,0,0,0,1
1126,0,1,28,1,3.72,0,1
1127,1,1,NULL,0,0,0,1
1128,0,1,NULL,0,0,0,1
1129,0,1,NULL,0,2.27,1,1
1130,1,1,31,1,3.65,0,1
1131,1,1,24,1,3.64,0,1
1132,0,1,26,1,4.08,1,1
1133,1,1,24,1,4.11,0,1
1134,0,1,21,1,3.16,1,1
1135,0,1,27,1,4.09,0,1
1136,0,1,NULL,0,0,0,1
1137,0,1,19,1,3.84,1,1
1138,0,1,23,1,3.13,0,0
1139,0,1,21,1,3.37,1,0
1140,0,1,23,1,3.45,1,0
1141,0,1,30,1,3.34,1,1
1142,0,0,23,1,2.09,0,0
1143,1,1,28,1,3.59,0,1
1144,0,1,24,1,3.45,1,1
1145,0,1,33,1,4.33,0,1
1146,1,1,21,1,3.1,0,1
1147,0,1,34,1,3.93,1,1
1148,1,1,20,1,2.96,0,0
1149,0,1,26,1,2.98,1,1
1150,1,1,NULL,0,0,0,0
1151,1,1,23,1,3.18,1,1
1152,0,1,27,1,3.63,1,1
1153,0,1,25,1,3.64,0,1
1154,0,1,27,1,2.76,0,1
1155,0,1,18,1,3.02,1,1
1156,1,1,20,1,2.75,0,0
1157,1,1,32,1,3.7,0,1
1158,1,1,23,1,3.87,0,0
1159,0,1,19,1,3.58,0,1
1160,0,1,24,1,3.2,1,1
1161,0,1,22,1,3.14,0,1
1162,0,1,27,1,4.29,0,1
1163,0,1,22,1,3.52,0,1
1164,0,1,NULL,0,0,0,0
1165,0,1,NULL,0,0,0,1
1166,0,1,25,1,2.53,1,1
1167,1,1,27,1,3.98,0,0
1168,0,1,27,1,3.448,1,1
1169,0,1,31,1,3.46,0,1
1170,1,1,32,1,4.19,0,1
1171,1,1,21,1,3.66,0,0
1172,1,1,26,1,3.15,0,1
1173,1,1,23,1,3.24,0,1
1174,0,1,23,1,3.39,0,1
1175,0,1,NULL,0,0,0,1
1176,1,1,26,1,4.06,0,1
1177,0,1,22,1,3.5,0,1
1178,0,1,28,1,3.54,0,1
1179,0,1,27,1,2.4,0,1
1180,1,1,25,1,3.47,0,1
1181,0,1,NULL,0,2.95,0,1
1182,1,1,25,1,3.79,0,1
1183,1,1,24,1,3.4,0,0
1184,0,1,19,1,2.62,1,0
1185,1,1,28,1,3.91,0,1
1186,0,1,25,1,2.89,0,0
1187,1,1,18,1,3.64,0,0
1188,1,1,24,1,3.77,0,0
1189,0,1,27,1,3.46,1,1
1190,0,1,23,1,3.54,1,1
1191,0,1,28,1,4.41,0,1
1192,1,1,32,1,3.5,0,0
1193,0,1,23,1,3.43,1,1
1194,1,1,20,1,2.72,1,1
1195,0,1,28,1,3.25,1,1
1196,1,1,32,1,3.73,0,0
1197,0,1,29,1,3.72,0,1
1198,0,1,25,1,3.5,0,0
1199,0,1,29,1,2.36,0,0
1200,0,1,29,1,3.92,0,0
1201,0,1,29,1,3.48,0,1
1202,0,1,22,1,3.42,1,1
1203,0,1,NULL,0,0,0,1
1204,0,1,NULL,0,0,0,1
1205,0,1,NULL,0,0,1,1
1206,0,1,22,1,3.31,1,1
1207,1,1,30,1,3.98,0,1
1208,1,1,NULL,0,0,0,1
1209,0,1,23,1,3.88,1,0
1210,0,1,26,1,3.14,1,1
1211,1,1,NULL,0,0,0,1
1212,0,1,NULL,0,0,1,1
1213,0,1,NULL,0,0,0,1
1214,0,0,22,1,3.53,0,0
1215,0,1,26,1,3.43,0,1
1216,1,1,NULL,0,0,0,1
1217,1,1,27,1,3.78,0,1
1218,0,1,23,1,3.56,1,1
1219,1,1,NULL,0,0,0,1
1220,0,1,NULL,0,0,0,1
1221,0,1,NULL,0,0,0,1
1222,0,1,35,1,3.74,0,0
1223,0,1,21,1,3.44,1,1
1224,1,1,NULL,0,0,0,1
1225,1,1,NULL,0,0,0,1
1226,1,1,22,1,3.53,0,0
1227,0,1,NULL,0,0,0,1
1228,1,1,28,1,4.01,0,1
1229,1,1,NULL,0,0,0,1
1230,0,1,NULL,0,0,0,1
1231,0,1,NULL,0,0,1,1
1232,0,1,21,1,3.54,1,0
1233,0,1,19,1,3.1,1,1
1234,0,1,25,1,3.88,1,1
1235,1,1,19,1,3.24,1,1
1236,1,1,21,1,2.38,0,0
1237,1,1,23,1,3.83,1,1
1238,1,1,NULL,0,0,0,1
1239,0,1,24,1,2.8,0,1
1240,1,1,NULL,0,0,0,1
1241,1,1,NULL,0,0,0,1
1242,1,1,28,1,4.03,0,1
1243,1,1,25,1,3.56,1,1
1244,0,1,24,1,2.98,0,1
1245,1,1,28,1,3.43,0,1
1246,0,1,20,1,3.43,0,0
1247,0,1,NULL,0,0,0,1
1248,1,1,23,1,3.75,0,0
1249,0,1,23,1,3.69,1,1
1250,1,1,27,1,4.03,0,1
1251,0,1,21,1,2.25,0,1
1252,0,1,24,1,1.86,0,0
1253,0,1,26,1,2.87,0,1
1254,0,1,NULL,0,2.5,1,1
1255,1,1,22,1,2.69,0,1
1256,0,1,31,1,3.88,1,1
1257,1,1,25,1,4,0,0
1258,1,1,25,1,4.14,0,1
1259,1,1,23,1,3.45,0,1
1260,1,1,25,1,3.76,0,1
1261,0,1,23,1,3.45,1,1
1262,0,1,23,1,3.47,1,0
1263,1,1,NULL,0,3.44,0,1
1264,0,1,26,1,3.67,1,1
1265,0,1,NULL,0,0,1,0
1266,1,1,NULL,0,0,0,1
1267,0,1,31,1,4.36,0,1
1268,1,1,27,1,4.28,0,1
1269,0,1,NULL,0,0,0,1
1270,0,1,26,1,2.76,1,0
1271,1,1,NULL,0,0,0,1
1272,1,1,NULL,0,3.37,1,1
1273,0,1,20,1,3.34,1,1
1274,0,1,30,1,4.22,1,1
1275,1,1,NULL,0,4.05,1,0
1276,1,1,NULL,0,0,0,0
1277,1,1,NULL,0,2.43,0,0
1278,0,1,NULL,0,4.01,0,1
1279,1,1,26,1,4.05,0,1
1280,0,1,26,1,3.12,1,1
1281,0,1,25,1,3.86,1,1
1282,1,1,29,1,3.95,1,1
1283,0,1,25,1,3.89,0,1
1284,0,1,19,1,3.67,1,0
1285,1,1,30,1,3.99,0,1
1286,0,1,21,1,2.51,0,0
1287,0,1,19,1,2.79,0,1
1288,1,1,21,1,2.77,0,0
1289,0,1,25,1,3.68,1,1
1290,1,1,22,1,3.44,1,1
1291,1,1,27,1,2.99,1,0
1292,1,0,19,1,3.56,0,0
1293,0,1,26,1,2.26,0,1
1294,0,1,23,1,3.3,0,1
1295,1,1,22,1,3.21,0,1
1296,1,1,21,1,3.56,0,0
1297,1,1,28,1,3.91,0,1
1298,1,1,23,1,3.72,1,1
1299,0,1,24,1,3.48,1,1
1300,0,1,28,1,4.29,1,1
1301,1,1,20,1,3.85,0,1
1302,0,1,17,1,2.43,1,1
1303,1,1,25,1,4.1,0,1
1304,0,1,NULL,0,0,0,1
1305,0,1,20,1,2.73,1,0
1306,1,1,24,1,3.81,0,1
1307,1,1,22,1,3.63,0,1
1308,0,1,NULL,0,3.13,0,1
1309,0,1,26,1,3.72,1,1
1310,0,1,21,1,2.63,0,1
1311,0,1,28,1,3.63,0,1
1312,0,1,24,1,3.5,1,1
1313,1,1,31,1,4.19,0,0
1314,0,1,26,1,3.54,0,1
1315,1,1,27,1,3.67,0,0
1316,1,1,27,1,3.8,0,1
1317,1,1,26,1,3.9,0,1
1318,1,1,24,1,3.09,0,1
1319,1,1,21,1,3.86,1,1
1320,0,1,22,1,3.49,1,0
1321,1,1,30,1,3.38,0,0
1322,1,1,28,1,3.95,1,1
1323,0,1,27,1,3.1,1,1
1324,1,1,NULL,0,3.99,1,1
1325,1,1,NULL,0,0,0,0
1326,1,1,20,1,3.06,0,0
1327,0,1,30,1,2.89,0,1
1328,0,1,23,1,2.99,0,1
1329,0,1,23,1,2.65,0,0
1330,0,1,25,1,3.08,1,1
1331,1,1,20,1,3.48,1,1
1332,0,1,29,1,3.67,0,1
1333,0,1,23,1,2.96,0,1
1334,1,1,25,1,2.83,0,0
1335,0,1,22,1,3.64,0,1
1336,0,1,21,1,3.12,0,1
1337,1,1,26,1,3.8,1,0
1338,1,1,NULL,0,0,0,1
1339,1,1,23,1,3.8,0,1
1340,1,1,NULL,0,0,0,1
1341,0,1,26,1,3.64,1,1
1342,0,1,21,1,3.37,0,0
1343,0,1,32,1,4.11,0,1
1344,0,1,31,1,3.53,1,1
1345,1,1,24,1,3.53,0,0
1346,1,1,NULL,0,3.41,1,0
1347,0,1,21,1,2.61,1,0
1348,0,1,21,1,2.78,1,0
1349,0,1,21,1,3.34,0,1
1350,0,1,22,1,3.92,0,1
1351,0,1,18,1,2.83,1,1
1352,0,1,24,1,3.02,1,0
1353,1,1,29,1,3.46,0,1
1354,0,1,25,1,3.34,1,1
1355,1,1,NULL,0,0,0,1
1356,1,1,NULL,0,0,0,1
1357,1,1,NULL,0,0,0,0
1358,0,1,NULL,0,0,0,1
1359,0,1,NULL,0,0,0,0
1360,0,1,NULL,0,0,0,1
1361,0,1,NULL,0,0,0,1
1362,1,1,23,1,3.62,1,1
1363,0,1,21,1,3,1,1
1364,1,1,NULL,0,0,1,1
1365,1,1,23,1,3.47,0,1
1366,1,1,NULL,0,0,0,1
1367,0,1,24,1,3.9,1,1
1368,0,1,25,1,3.61,1,1
1369,0,1,23,1,3.96,0,1
1370,0,1,NULL,0,0,0,1
1371,0,1,NULL,0,0,0,0
1372,1,1,NULL,0,0,0,1
1373,0,1,22,1,3.18,1,1
1374,0,1,33,1,2.83,0,0
1375,0,1,NULL,0,0,0,1
1376,0,1,NULL,0,0,0,1
1377,0,1,NULL,0,0,0,1
1378,1,1,22,1,3.56,0,1
1379,0,1,25,1,3.59,0,1
1380,0,1,18,1,2.53,0,1
1381,0,1,28,1,3.9,1,1
1382,0,1,29,1,4.29,0,1
1383,0,0,23,1,3.91,0,1
1384,1,1,28,1,3.65,1,0
1385,0,1,29,1,4,0,1
1386,0,1,NULL,0,0,0,1
1387,0,1,NULL,0,0,0,0
1388,1,1,NULL,0,0,0,0
1389,1,1,20,1,3.59,0,1
1390,1,1,26,1,4.12,0,1
1391,0,1,22,1,3.33,1,0
1392,1,1,NULL,0,0,0,1
1393,0,1,NULL,0,0,0,1
1394,0,1,24,1,3.3,0,0
1395,1,1,17,1,2.72,0,0
1396,0,1,21,1,3.66,0,1
1397,1,1,NULL,0,0,0,1
1398,0,1,24,1,3.59,0,0
1399,0,1,24,1,2.89,1,0
1400,0,1,NULL,0,0,0,1
1401,0,1,20,1,1.71,1,1
1402,0,1,20,1,2.51,1,0
1403,0,1,NULL,0,0,0,0
1404,1,1,27,1,4.1,1,1
1405,0,1,24,1,0,0,0
1406,1,1,20,1,2.45,0,0
1407,1,1,22,1,4.04,0,1
1408,0,1,29,1,3.86,0,1
1409,0,1,22,1,3.3,1,0
1410,0,1,29,1,3.67,0,1
1411,1,1,27,1,4.09,0,1
1412,1,0,23,1,3.58,0,1
1413,0,1,24,1,3.43,1,1
1414,1,1,21,1,2.03,1,0
1415,0,1,33,1,4,1,1
1416,0,1,NULL,0,0,0,1
1417,0,1,20,1,0,0,0
1418,0,1,20,1,3.32,1,0
1419,1,1,18,1,3.34,1,1
1420,1,1,26,1,3.96,0,1
1421,0,1,NULL,0,0,0,1
1422,0,1,19,1,3.53,1,1
1423,1,1,26,1,4.55,0,0
1424,0,1,23,1,2.96,1,1
1425,1,1,28,1,3.55,0,1
1426,0,1,NULL,0,3.09,1,1
1427,1,1,19,1,3.22,0,1
1428,0,1,25,1,4.03,0,1
1429,1,1,NULL,0,0,0,1
1430,1,1,21,1,3.01,0,1
1431,1,1,27,1,4,0,1
1432,0,1,22,1,3.32,1,1
1433,0,0,19,1,2.93,0,0
1434,0,1,27,1,3.51,0,1
1435,1,1,23,1,3.67,0,1
1436,0,1,27,1,3.82,0,1
1437,0,0,28,1,3.86,1,1
1438,0,1,19,1,2.76,1,0
1439,0,1,21,1,2.77,0,1
1440,1,1,25,1,4.1,0,1
1441,1,1,21,1,3,0,1
1442,0,1,28,1,3.26,0,1
1443,0,1,21,1,2.45,0,0
1444,0,1,29,1,4.05,1,1
1445,1,1,30,1,4.13,0,1
1446,1,1,25,1,2.9,0,0
1447,0,1,26,1,3.99,0,1
1448,0,1,20,1,3.19,1,0
1449,0,1,23,1,2.84,1,0
1450,0,1,29,1,2.51,0,0
1451,0,1,18,1,3.08,0,0
1452,1,1,27,1,3.6,0,0
1453,1,1,24,1,3.26,0,0
1454,1,1,21,1,3.04,0,1
1455,1,1,18,1,3.23,0,1
1456,0,1,22,1,3.13,0,0
1457,1,1,22,1,3.12,1,1
1458,1,1,27,1,3.51,0,1
1459,1,1,26,1,3.95,1,1
1460,0,1,23,1,3.99,0,0
1461,1,1,21,1,2.79,0,0
1462,0,1,25,1,3.01,0,0
1463,0,1,24,1,2.94,1,1
1464,1,1,17,1,2.98,1,0
1465,0,1,26,1,2.57,1,1
1466,1,1,21,1,3.41,1,1
1467,1,1,26,1,3.69,0,1
1468,0,1,30,1,3.46,0,1
1469,1,1,24,1,3.97,0,1
1470,1,1,27,1,3.96,0,1
1471,1,1,26,1,3.53,0,1
1472,1,1,20,1,3.62,0,1
1473,1,1,23,1,3.37,0,0
1474,0,1,26,1,2.95,1,1
1475,1,1,23,1,3.84,0,1
1476,0,1,18,1,3.59,1,0
1477,0,1,20,1,3,0,1
1478,0,1,22,1,2.9,1,0
1479,0,1,29,1,3.95,1,0
1480,0,1,26,1,3.39,1,1
1481,0,1,31,1,4.14,0,1
1482,0,1,22,1,2.89,1,1
1483,0,1,21,1,2.37,1,0
1484,0,1,23,1,2.78,1,0
1485,0,1,26,1,3.53,1,1
1486,1,1,26,1,3.64,0,0
1487,0,1,NULL,0,2.79,0,0
1488,0,1,NULL,0,0,1,0
1489,1,1,NULL,0,0,0,0
1490,1,1,25,1,3.49,0,0
1491,0,1,19,1,2.75,1,0
1492,1,1,NULL,0,0,1,1
1493,0,1,NULL,0,0,1,1
1494,1,1,NULL,0,0,0,1
1495,1,1,NULL,0,3.71,0,1
1496,1,1,25,1,3.26,0,1
1497,1,1,22,1,3.64,0,0
1498,1,1,30,1,4.1,1,1
1499,0,1,NULL,0,2.63,1,0
1500,1,1,30,1,3.42,0,1
1501,1,1,23,1,3.47,0,0
1502,0,1,21,1,3.44,1,1
1503,1,1,18,1,3.07,1,1
1504,0,1,27,1,3.61,1,1
1505,0,1,20,1,2.77,1,0
1506,0,1,NULL,0,0,1,1
1507,0,1,34,1,5.14,0,1
1508,0,1,21,1,2.59,0,1
1509,0,1,32,1,3.89,1,1
1510,0,1,NULL,0,0,0,1
1511,0,1,NULL,0,0,0,1
1512,0,1,NULL,0,0,1,1
1513,0,1,22,1,3.02,1,0
1514,0,1,25,1,3.55,1,1
